school,school url,location,course name,price,skill,description
Coding Dojo,/schools/coding-dojo,Orange County,Onsite Bootcamp,11 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Oakland,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Oakland,Intro to Code Workshop,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Oakland,Onsite Bootcamp,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,San Francisco,Hack Reactor,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,Online,Hack Reactor Remote,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,New York City,Hack Reactor,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,Los Angeles,Hack Reactor,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,Austin,Hack Reactor,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Hack Reactor,/schools/hack-reactor,San Francisco,Hack Reactor,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
The Tech Academy,/schools/the-tech-academy,Portland,Software Developer Bootcamp,7 980,MySQL  Python  Front End  JavaScript  .NET  HTML  Git  C#  ASP.NET  SQL  jQuery  Product Management  CSS,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Product School,/schools/product-school,San Francisco,Product Management,7 980,MySQL  Python  Front End  JavaScript  .NET  HTML  Git  C#  ASP.NET  SQL  jQuery  Product Management  CSS,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Product School,/schools/product-school,New York City,Product Management,7 980,MySQL  Python  Front End  JavaScript  .NET  HTML  Git  C#  ASP.NET  SQL  jQuery  Product Management  CSS,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Product School,/schools/product-school,Silicon Valley,Product Management,7 980,MySQL  Python  Front End  JavaScript  .NET  HTML  Git  C#  ASP.NET  SQL  jQuery  Product Management  CSS,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
